ToDrop,State,County,LifeExpectancy,LifeExpectancyStandardError
70341,Washington,"King County, WA",81.0,1.2035
70342,Washington,"King County, WA",80.8,3.5461
70343,Washington,"King County, WA",80.5,1.7456
70344,Washington,"King County, WA",78.6,1.3805
70345,Washington,"King County, WA",80.9,1.3498
70346,Washington,"King County, WA",81.6,2.4877
70347,Washington,"King County, WA",88.9,3.4367
70348,Washington,"King County, WA",84.9,1.0726
70349,Washington,"King County, WA",82.1,2.4213
70350,Washington,"King County, WA",83.6,2.2409
70351,Washington,"King County, WA",81.2,1.9315
70352,Washington,"King County, WA",81.8,1.5899
70353,Washington,"King County, WA",85.4,3.0774
70354,Washington,"King County, WA",78.30946714719724,1.8558322362542448
70355,Washington,"King County, WA",78.30946714719724,1.8558322362542448
70356,Washington,"King County, WA",80.4,1.2462
70357,Washington,"King County, WA",81.2,2.7573
70358,Washington,"King County, WA",81.1,2.2723
70359,Washington,"King County, WA",80.5,1.6343
70360,Washington,"King County, WA",81.8,1.3457
70361,Washington,"King County, WA",87.9,3.3595
70362,Washington,"King County, WA",84.7,1.5478
70363,Washington,"King County, WA",83.2,1.7945
70364,Washington,"King County, WA",82.4,1.3444
70365,Washington,"King County, WA",83.5,1.8596
70366,Washington,"King County, WA",83.4,3.3583
70367,Washington,"King County, WA",84.3,1.3089
70368,Washington,"King County, WA",87.7,3.5294
70369,Washington,"King County, WA",78.30946714719724,1.8558322362542448
70370,Washington,"King County, WA",89.1,3.1712
70371,Washington,"King County, WA",78.30946714719724,1.8558322362542448
70372,Washington,"King County, WA",84.7,3.23
70373,Washington,"King County, WA",81.1,1.6404
70374,Washington,"King County, WA",84.2,3.1881
70375,Washington,"King County, WA",78.30946714719724,1.8558322362542448
70376,Washington,"King County, WA",80.4,1.1795
70377,Washington,"King County, WA",80.0,1.8749
70378,Washington,"King County, WA",83.5,2.6386
70379,Washington,"King County, WA",78.30946714719724,1.8558322362542448
70380,Washington,"King County, WA",77.2,1.9277
70381,Washington,"King County, WA",78.3,1.2202
70382,Washington,"King County, WA",81.3,3.1572
70383,Washington,King County,78.30946714719724,1.8558322362542448
70384,Washington,"Kitsap County, WA",81.7,2.018
70385,Washington,"Kitsap County, WA",74.0,1.1626
70386,Washington,"Kitsap County, WA",79.3,1.7516
70387,Washington,"Kitsap County, WA",72.3,1.3752
70388,Washington,"Kitsap County, WA",78.2,1.6651
70389,Washington,"Kitsap County, WA",78.30946714719724,1.8558322362542448
70390,Washington,"Kitsap County, WA",75.6,1.7226
70391,Washington,"Kitsap County, WA",76.4,1.4265
70392,Washington,"Kitsap County, WA",78.30946714719724,1.8558322362542448
70393,Washington,"Kitsap County, WA",77.4,1.2037
70394,Washington,"Kitsap County, WA",75.5,1.1251
70395,Washington,"Kitsap County, WA",72.1,1.8903
70396,Washington,"Kitsap County, WA",77.3,1.9071
70397,Washington,"Kitsap County, WA",78.30946714719724,1.8558322362542448
70398,Washington,"Kitsap County, WA",79.8,1.5399
70399,Washington,"Kitsap County, WA",84.0,2.314
70400,Washington,"Kitsap County, WA",81.3,2.0667
70401,Washington,"Kitsap County, WA",82.4,1.6238
70402,Washington,"Kitsap County, WA",78.30946714719724,1.8558322362542448
70403,Washington,"Kitsap County, WA",81.5,1.6149
70404,Washington,"Kitsap County, WA",75.8,2.1098
70405,Washington,"Kitsap County, WA",81.4,1.2226
70406,Washington,"Kitsap County, WA",81.3,1.1788
70407,Washington,"Kitsap County, WA",85.5,2.4257
70408,Washington,"Kitsap County, WA",84.4,1.5844
70409,Washington,"Kitsap County, WA",84.3,1.7689
70410,Washington,"Kitsap County, WA",80.1,1.3645
70411,Washington,"Kitsap County, WA",82.4,2.7495
70412,Washington,"Kitsap County, WA",79.8,1.9257
70413,Washington,"Kitsap County, WA",78.30946714719724,1.8558322362542448
70414,Washington,"Kitsap County, WA",82.0,1.887
70415,Washington,"Kitsap County, WA",81.1,1.4887
70416,Washington,"Kitsap County, WA",80.9,1.9979
70417,Washington,"Kitsap County, WA",81.2,1.3158
70418,Washington,"Kitsap County, WA",79.0,1.5651
70419,Washington,"Kitsap County, WA",81.5,2.3823
70420,Washington,"Kitsap County, WA",75.4,1.9511
70421,Washington,"Kitsap County, WA",77.0,1.8155
70422,Washington,"Kitsap County, WA",82.2,2.4294
70423,Washington,"Kitsap County, WA",81.5,1.746
70424,Washington,"Kitsap County, WA",74.7,0.9794
70425,Washington,"Kitsap County, WA",76.3,1.05
70426,Washington,"Kitsap County, WA",76.4,1.6662
70427,Washington,"Kitsap County, WA",74.4,0.9109
70428,Washington,"Kitsap County, WA",78.5,1.1953
70429,Washington,"Kitsap County, WA",79.9,1.8124
70430,Washington,"Kitsap County, WA",78.0,3.0125
70431,Washington,"Kitsap County, WA",78.4,1.0093
70432,Washington,"Kitsap County, WA",78.30946714719724,1.8558322362542448
70433,Washington,"Kitsap County, WA",78.30946714719724,1.8558322362542448
70434,Washington,"Kitsap County, WA",81.3,2.5617
70435,Washington,"Kitsap County, WA",79.9,1.5692
70436,Washington,"Kitsap County, WA",85.7,2.1366
70437,Washington,"Kitsap County, WA",81.8,1.2457
70438,Washington,Kitsap County,78.30946714719724,1.8558322362542448
70439,Washington,"Kittitas County, WA",84.5,1.9557
70440,Washington,"Kittitas County, WA",79.5,1.2974
70441,Washington,"Kittitas County, WA",84.9,3.1756
70442,Washington,"Kittitas County, WA",80.6,2.0898
70443,Washington,"Kittitas County, WA",80.3,1.3797
70444,Washington,"Kittitas County, WA",78.9,2.1625
70445,Washington,"Kittitas County, WA",76.8,1.8478
70446,Washington,"Kittitas County, WA",80.4,1.3629
70447,Washington,"Klickitat County, WA",78.8,0.8865
70448,Washington,"Klickitat County, WA",80.7,1.6881
70449,Washington,"Klickitat County, WA",88.7,3.2651
70450,Washington,"Lewis County, WA",80.6,1.3495
70451,Washington,"Lewis County, WA",80.4,1.2078
70452,Washington,"Lewis County, WA",74.8,1.1676
70453,Washington,"Lewis County, WA",78.7,1.5185
70454,Washington,"Lewis County, WA",76.1,1.4869
70455,Washington,"Lewis County, WA",73.4,2.0858
70456,Washington,"Lewis County, WA",74.9,1.6569
70457,Washington,"Lewis County, WA",79.1,1.4673
70458,Washington,"Lewis County, WA",78.7,2.6876
70459,Washington,"Lewis County, WA",77.1,1.4967
70460,Washington,"Lewis County, WA",81.2,1.9157
70461,Washington,"Lewis County, WA",75.9,1.7786
70462,Washington,"Lewis County, WA",79.4,1.6503
70463,Washington,"Lewis County, WA",88.0,3.4906
70464,Washington,"Lewis County, WA",78.9,1.272
70465,Washington,"Lewis County, WA",76.7,2.212
70466,Washington,"Lewis County, WA",79.9,1.7969
70467,Washington,"Lewis County, WA",80.1,2.597
70468,Washington,"Lewis County, WA",74.0,1.4312
70469,Washington,"Lewis County, WA",78.4,2.0057
70470,Washington,"Lincoln County, WA",78.1,2.1135
70471,Washington,"Lincoln County, WA",80.1,1.2693
70472,Washington,"Lincoln County, WA",82.9,2.1578
70473,Washington,"Lincoln County, WA",83.1,1.3895
70474,Washington,"Mason County, WA",78.30946714719724,1.8558322362542448
70475,Washington,"Mason County, WA",78.30946714719724,1.8558322362542448
70476,Washington,"Mason County, WA",76.8,2.3924
70477,Washington,"Mason County, WA",76.2,2.6306
70478,Washington,"Mason County, WA",79.7,1.24
70479,Washington,"Mason County, WA",79.8,2.0952
70480,Washington,"Mason County, WA",77.6,1.2604
70481,Washington,"Mason County, WA",76.3,1.8014
70482,Washington,"Mason County, WA",69.9,1.3159
70483,Washington,"Mason County, WA",76.5,1.4988
70484,Washington,"Mason County, WA",80.3,1.4917
70485,Washington,"Mason County, WA",82.8,2.1719
70486,Washington,"Mason County, WA",77.2,1.4779
70487,Washington,"Mason County, WA",77.6,1.2897
70488,Washington,"Okanogan County, WA",88.2,3.6488
70489,Washington,"Okanogan County, WA",77.6,2.5951
70490,Washington,"Okanogan County, WA",79.4,1.2969
70491,Washington,"Okanogan County, WA",77.4,1.2146
70492,Washington,"Okanogan County, WA",79.0,3.2001
70493,Washington,"Okanogan County, WA",78.4,1.5197
70494,Washington,"Okanogan County, WA",78.8,1.6366
70495,Washington,"Okanogan County, WA",82.0,1.4217
70496,Washington,"Okanogan County, WA",81.9,2.6149
70497,Washington,"Okanogan County, WA",82.5,2.2977
70498,Washington,"Pacific County, WA",77.6,0.7787
70499,Washington,"Pacific County, WA",82.4,1.4954
70500,Washington,"Pacific County, WA",81.2,2.0068
70501,Washington,"Pacific County, WA",76.0,1.3675
70502,Washington,"Pacific County, WA",73.5,2.1021
70503,Washington,"Pacific County, WA",75.1,2.5891
70504,Washington,"Pacific County, WA",76.7,1.1785
70505,Washington,Pacific County,78.30946714719724,1.8558322362542448
70506,Washington,"Pend Oreille County, WA",85.3,3.93
70507,Washington,"Pend Oreille County, WA",82.3,3.4241
70508,Washington,"Pend Oreille County, WA",76.3,1.6236
70509,Washington,"Pend Oreille County, WA",79.4,2.4553
70510,Washington,"Pend Oreille County, WA",72.9,2.9208
70511,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70512,Washington,"Pierce County, WA",78.6,1.2362
70513,Washington,"Pierce County, WA",81.8,1.6986
70514,Washington,"Pierce County, WA",81.3,1.2528
70515,Washington,"Pierce County, WA",81.6,1.772
70516,Washington,"Pierce County, WA",79.0,1.5105
70517,Washington,"Pierce County, WA",77.8,1.8047
70518,Washington,"Pierce County, WA",81.8,1.9242
70519,Washington,"Pierce County, WA",79.3,1.9226
70520,Washington,"Pierce County, WA",80.0,0.8533
70521,Washington,"Pierce County, WA",79.1,2.1582
70522,Washington,"Pierce County, WA",81.2,1.1724
70523,Washington,"Pierce County, WA",78.7,2.1356
70524,Washington,"Pierce County, WA",77.1,1.1789
70525,Washington,"Pierce County, WA",76.7,1.4656
70526,Washington,"Pierce County, WA",75.9,2.0272
70527,Washington,"Pierce County, WA",74.4,3.0843
70528,Washington,"Pierce County, WA",76.8,2.4463
70529,Washington,"Pierce County, WA",74.5,2.1168
70530,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70531,Washington,"Pierce County, WA",77.3,3.0119
70532,Washington,"Pierce County, WA",75.5,2.8615
70533,Washington,"Pierce County, WA",72.6,1.9139
70534,Washington,"Pierce County, WA",75.7,2.0481
70535,Washington,"Pierce County, WA",76.6,1.8415
70536,Washington,"Pierce County, WA",74.0,2.1664
70537,Washington,"Pierce County, WA",73.9,1.4862
70538,Washington,"Pierce County, WA",70.9,1.7838
70539,Washington,"Pierce County, WA",72.6,1.1298
70540,Washington,"Pierce County, WA",77.2,1.2863
70541,Washington,"Pierce County, WA",75.6,1.2667
70542,Washington,"Pierce County, WA",77.2,2.3443
70543,Washington,"Pierce County, WA",78.6,1.6123
70544,Washington,"Pierce County, WA",79.0,1.652
70545,Washington,"Pierce County, WA",75.6,1.04
70546,Washington,"Pierce County, WA",75.5,1.3015
70547,Washington,"Pierce County, WA",76.7,1.4625
70548,Washington,"Pierce County, WA",75.5,1.6349
70549,Washington,"Pierce County, WA",76.2,1.6729
70550,Washington,"Pierce County, WA",78.5,1.5853
70551,Washington,"Pierce County, WA",78.7,2.8043
70552,Washington,"Pierce County, WA",76.8,1.4466
70553,Washington,"Pierce County, WA",82.1,2.0839
70554,Washington,"Pierce County, WA",76.4,1.3589
70555,Washington,"Pierce County, WA",77.6,3.2664
70556,Washington,"Pierce County, WA",76.3,1.3483
70557,Washington,"Pierce County, WA",78.3,1.8402
70558,Washington,"Pierce County, WA",79.5,3.0093
70559,Washington,"Pierce County, WA",77.2,2.1422
70560,Washington,"Pierce County, WA",80.1,1.5077
70561,Washington,"Pierce County, WA",78.1,1.439
70562,Washington,"Pierce County, WA",86.9,3.8713
70563,Washington,"Pierce County, WA",81.7,3.1144
70564,Washington,"Pierce County, WA",78.6,1.5007
70565,Washington,"Pierce County, WA",81.0,2.7634
70566,Washington,"Pierce County, WA",75.6,1.5566
70567,Washington,"Pierce County, WA",78.8,1.6789
70568,Washington,"Pierce County, WA",79.1,1.4999
70569,Washington,"Pierce County, WA",78.7,2.1232
70570,Washington,"Pierce County, WA",87.5,2.7058
70571,Washington,"Pierce County, WA",78.4,0.9971
70572,Washington,"Pierce County, WA",75.2,1.2709
70573,Washington,"Pierce County, WA",79.4,1.2789
70574,Washington,"Pierce County, WA",79.5,1.7754
70575,Washington,"Pierce County, WA",79.3,1.5306
70576,Washington,"Pierce County, WA",78.7,1.3639
70577,Washington,"Pierce County, WA",78.0,1.1936
70578,Washington,"Pierce County, WA",81.8,2.9105
70579,Washington,"Pierce County, WA",79.5,1.4288
70580,Washington,"Pierce County, WA",79.0,1.6693
70581,Washington,"Pierce County, WA",80.1,1.4144
70582,Washington,"Pierce County, WA",77.6,1.5481
70583,Washington,"Pierce County, WA",79.5,2.1977
70584,Washington,"Pierce County, WA",77.9,2.1663
70585,Washington,"Pierce County, WA",74.8,2.1096
70586,Washington,"Pierce County, WA",73.8,1.4787
70587,Washington,"Pierce County, WA",79.4,2.6158
70588,Washington,"Pierce County, WA",77.7,2.7932
70589,Washington,"Pierce County, WA",76.0,2.517
70590,Washington,"Pierce County, WA",74.2,1.2171
70591,Washington,"Pierce County, WA",78.7,1.8525
70592,Washington,"Pierce County, WA",80.4,2.0602
70593,Washington,"Pierce County, WA",75.3,1.2583
70594,Washington,"Pierce County, WA",76.1,1.9886
70595,Washington,"Pierce County, WA",72.7,1.5224
70596,Washington,"Pierce County, WA",76.8,3.2218
70597,Washington,"Pierce County, WA",75.4,1.7882
70598,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70599,Washington,"Pierce County, WA",74.7,2.1135
70600,Washington,"Pierce County, WA",76.1,1.1599
70601,Washington,"Pierce County, WA",74.8,1.8543
70602,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70603,Washington,"Pierce County, WA",75.0,1.8989
70604,Washington,"Pierce County, WA",79.7,3.0926
70605,Washington,"Pierce County, WA",78.9,1.4613
70606,Washington,"Pierce County, WA",80.5,1.3423
70607,Washington,"Pierce County, WA",71.8,1.795
70608,Washington,"Pierce County, WA",79.9,1.2046
70609,Washington,"Pierce County, WA",76.0,1.265
70610,Washington,"Pierce County, WA",79.6,1.6144
70611,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70612,Washington,"Pierce County, WA",83.6,2.1107
70613,Washington,"Pierce County, WA",82.2,2.9207
70614,Washington,"Pierce County, WA",77.0,1.211
70615,Washington,"Pierce County, WA",81.7,1.3245
70616,Washington,"Pierce County, WA",80.2,1.7433
70617,Washington,"Pierce County, WA",79.5,1.3831
70618,Washington,"Pierce County, WA",80.9,1.5972
70619,Washington,"Pierce County, WA",81.7,1.8589
70620,Washington,"Pierce County, WA",77.8,1.3028
70621,Washington,"Pierce County, WA",78.7,1.2932
70622,Washington,"Pierce County, WA",83.8,2.3202
70623,Washington,"Pierce County, WA",79.5,1.1826
70624,Washington,"Pierce County, WA",80.1,1.8052
70625,Washington,"Pierce County, WA",78.2,1.0042
70626,Washington,"Pierce County, WA",80.6,0.9934
70627,Washington,"Pierce County, WA",81.0,1.4738
70628,Washington,"Pierce County, WA",82.3,2.3627
70629,Washington,"Pierce County, WA",80.2,1.663
70630,Washington,"Pierce County, WA",86.5,2.3782
70631,Washington,"Pierce County, WA",83.2,2.1477
70632,Washington,"Pierce County, WA",81.1,2.444
70633,Washington,"Pierce County, WA",80.5,1.2376
70634,Washington,"Pierce County, WA",79.0,1.3915
70635,Washington,"Pierce County, WA",80.0,1.2398
70636,Washington,"Pierce County, WA",82.2,2.0955
70637,Washington,"Pierce County, WA",80.9,1.6106
70638,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70639,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70640,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70641,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70642,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70643,Washington,"Pierce County, WA",79.1,2.2539
70644,Washington,"Pierce County, WA",78.3,2.1245
70645,Washington,"Pierce County, WA",78.8,2.5373
70646,Washington,"Pierce County, WA",77.7,1.8223
70647,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70648,Washington,"Pierce County, WA",80.4,1.7085
70649,Washington,"Pierce County, WA",79.8,3.1649
70650,Washington,"Pierce County, WA",77.7,2.4934
70651,Washington,"Pierce County, WA",77.4,1.7224
70652,Washington,"Pierce County, WA",77.8,1.5737
70653,Washington,"Pierce County, WA",78.2,2.442
70654,Washington,"Pierce County, WA",75.4,1.2841
70655,Washington,"Pierce County, WA",75.6,1.7361
70656,Washington,"Pierce County, WA",77.9,2.0326
70657,Washington,"Pierce County, WA",78.3,0.9734
70658,Washington,"Pierce County, WA",78.3,1.8241
70659,Washington,"Pierce County, WA",81.8,2.2009
70660,Washington,"Pierce County, WA",77.7,2.2786
70661,Washington,"Pierce County, WA",76.7,1.018
70662,Washington,"Pierce County, WA",78.30946714719724,1.8558322362542448
70663,Washington,"Pierce County, WA",83.4,2.4189
70664,Washington,"Pierce County, WA",76.6,1.4739
70665,Washington,"Pierce County, WA",80.7,1.7188
70666,Washington,"Pierce County, WA",78.2,1.3104
70667,Washington,"Pierce County, WA",73.6,1.4506
70668,Washington,"Pierce County, WA",81.2,2.105
70669,Washington,"Pierce County, WA",78.1,1.1182
70670,Washington,"Pierce County, WA",78.5,1.3025
70671,Washington,"Pierce County, WA",83.2,2.4937
70672,Washington,"Pierce County, WA",83.7,1.4997
70673,Washington,"Pierce County, WA",80.1,2.2979
70674,Washington,"Pierce County, WA",78.2,1.5441
70675,Washington,"Pierce County, WA",77.4,1.6398
70676,Washington,"Pierce County, WA",82.9,2.8067
70677,Washington,"Pierce County, WA",73.1,1.3104
70678,Washington,"Pierce County, WA",76.3,2.4818
70679,Washington,"Pierce County, WA",81.1,1.4766
70680,Washington,"Pierce County, WA",80.7,1.9972
70681,Washington,"Pierce County, WA",80.1,1.5554
70682,Washington,"Pierce County, WA",83.7,1.3861
70683,Washington,"San Juan County, WA",89.1,2.2341
70684,Washington,"San Juan County, WA",83.3,1.1412
70685,Washington,"San Juan County, WA",78.5,1.3751
70686,Washington,"San Juan County, WA",86.5,1.7513
70687,Washington,San Juan County,78.30946714719724,1.8558322362542448
70688,Washington,"Skagit County, WA",82.6,1.5866
70689,Washington,"Skagit County, WA",81.1,1.2201
70690,Washington,"Skagit County, WA",84.1,0.8941
70691,Washington,"Skagit County, WA",77.4,1.0417
70692,Washington,"Skagit County, WA",74.2,1.9778
70693,Washington,"Skagit County, WA",83.1,1.5262
70694,Washington,"Skagit County, WA",78.4,1.9401
70695,Washington,"Skagit County, WA",78.30946714719724,1.8558322362542448
70696,Washington,"Skagit County, WA",82.7,1.5193
70697,Washington,"Skagit County, WA",79.1,1.5642
70698,Washington,"Skagit County, WA",80.0,1.7079
70699,Washington,"Skagit County, WA",76.2,1.4333
70700,Washington,"Skagit County, WA",81.2,2.1997
70701,Washington,"Skagit County, WA",82.4,2.8861
70702,Washington,"Skagit County, WA",75.4,1.7479
70703,Washington,"Skagit County, WA",77.1,1.023
70704,Washington,"Skagit County, WA",82.5,1.9927
70705,Washington,"Skagit County, WA",76.8,1.3575
70706,Washington,"Skagit County, WA",77.5,1.1234
70707,Washington,"Skagit County, WA",79.7,2.3587
70708,Washington,"Skagit County, WA",84.6,2.6912
70709,Washington,"Skagit County, WA",76.9,1.4943
70710,Washington,"Skagit County, WA",78.3,1.5922
70711,Washington,"Skagit County, WA",80.6,0.947
70712,Washington,"Skagit County, WA",80.9,1.8455
70713,Washington,"Skagit County, WA",78.7,1.105
70714,Washington,"Skagit County, WA",79.5,2.4293
70715,Washington,"Skagit County, WA",80.6,2.284
70716,Washington,"Skagit County, WA",80.6,1.8352
70717,Washington,Skagit County,78.30946714719724,1.8558322362542448
70718,Washington,"Skamania County, WA",78.30946714719724,1.8558322362542448
70719,Washington,"Skamania County, WA",81.3,1.8574
70720,Washington,"Skamania County, WA",80.7,2.946
70721,Washington,"Skamania County, WA",82.0,2.4938
70722,Washington,"Skamania County, WA",77.6,1.375
70723,Washington,"Snohomish County, WA",79.2,1.4525
70724,Washington,"Snohomish County, WA",75.2,1.5618
70725,Washington,"Snohomish County, WA",76.6,1.7773
70726,Washington,"Snohomish County, WA",76.5,2.3322
70727,Washington,"Snohomish County, WA",74.7,2.4457
70728,Washington,"Snohomish County, WA",72.5,1.4498
70729,Washington,"Snohomish County, WA",71.8,1.5546
70730,Washington,"Snohomish County, WA",84.9,3.079
70731,Washington,"Snohomish County, WA",74.3,1.2004
70732,Washington,"Snohomish County, WA",75.0,1.2005
70733,Washington,"Snohomish County, WA",80.2,2.0569
70734,Washington,"Snohomish County, WA",77.5,1.9262
70735,Washington,"Snohomish County, WA",85.3,2.0831
70736,Washington,"Snohomish County, WA",77.5,1.8536
70737,Washington,"Snohomish County, WA",78.30946714719724,1.8558322362542448
70738,Washington,"Snohomish County, WA",77.1,2.1302
70739,Washington,"Snohomish County, WA",74.1,2.0327
70740,Washington,"Snohomish County, WA",83.7,2.4906
70741,Washington,"Snohomish County, WA",79.1,1.9534
70742,Washington,"Snohomish County, WA",76.9,1.0675
70743,Washington,"Snohomish County, WA",81.3,1.5312
70744,Washington,"Snohomish County, WA",80.3,1.4677
70745,Washington,"Snohomish County, WA",77.8,1.5669
70746,Washington,"Snohomish County, WA",81.2,1.8741
70747,Washington,"Snohomish County, WA",79.8,1.5129
70748,Washington,"Snohomish County, WA",77.6,1.3381
70749,Washington,"Snohomish County, WA",79.4,1.7372
70750,Washington,"Snohomish County, WA",76.3,1.5501
70751,Washington,"Snohomish County, WA",78.4,1.3547
70752,Washington,"Snohomish County, WA",79.2,3.3456
70753,Washington,"Snohomish County, WA",80.9,1.9647
70754,Washington,"Snohomish County, WA",81.0,1.6704
70755,Washington,"Snohomish County, WA",79.9,2.0372
70756,Washington,"Snohomish County, WA",79.2,1.9312
70757,Washington,"Snohomish County, WA",75.9,1.6084
70758,Washington,"Snohomish County, WA",75.9,2.439
70759,Washington,"Snohomish County, WA",80.2,1.8924
70760,Washington,"Snohomish County, WA",78.4,1.7766
70761,Washington,"Snohomish County, WA",80.9,1.735
70762,Washington,"Snohomish County, WA",83.4,1.8104
70763,Washington,"Snohomish County, WA",80.5,2.6631
70764,Washington,"Snohomish County, WA",81.5,2.1514
70765,Washington,"Snohomish County, WA",79.5,1.6093
70766,Washington,"Snohomish County, WA",84.2,1.9473
70767,Washington,"Snohomish County, WA",86.2,1.7797
70768,Washington,"Snohomish County, WA",83.3,1.5129
70769,Washington,"Snohomish County, WA",78.9,1.2921
70770,Washington,"Snohomish County, WA",81.8,2.6093
70771,Washington,"Snohomish County, WA",81.9,1.1006
70772,Washington,"Snohomish County, WA",79.9,1.0776
70773,Washington,"Snohomish County, WA",80.4,0.9432
70774,Washington,"Snohomish County, WA",77.4,1.6479
70775,Washington,"Snohomish County, WA",80.7,2.285
70776,Washington,"Snohomish County, WA",81.6,2.3357
70777,Washington,"Snohomish County, WA",78.8,1.8633
70778,Washington,"Snohomish County, WA",87.0,3.8174
70779,Washington,"Snohomish County, WA",78.1,1.6611
70780,Washington,"Snohomish County, WA",81.9,1.7668
70781,Washington,"Snohomish County, WA",79.6,1.5043
70782,Washington,"Snohomish County, WA",78.5,1.5847
70783,Washington,"Snohomish County, WA",79.9,1.6258
70784,Washington,"Snohomish County, WA",77.8,1.0805
70785,Washington,"Snohomish County, WA",81.6,1.1479
70786,Washington,"Snohomish County, WA",78.7,1.7922
70787,Washington,"Snohomish County, WA",78.1,1.4212
70788,Washington,"Snohomish County, WA",84.3,2.6573
70789,Washington,"Snohomish County, WA",80.6,1.8414
70790,Washington,"Snohomish County, WA",80.0,0.9252
70791,Washington,"Snohomish County, WA",81.5,1.7027
70792,Washington,"Snohomish County, WA",79.3,1.2614
70793,Washington,"Snohomish County, WA",83.9,3.0354
70794,Washington,"Snohomish County, WA",84.6,1.9537
70795,Washington,"Snohomish County, WA",83.0,2.1283
70796,Washington,"Snohomish County, WA",80.0,1.7488
70797,Washington,"Snohomish County, WA",81.8,1.9928
70798,Washington,"Snohomish County, WA",81.4,1.8204
70799,Washington,"Snohomish County, WA",78.4,1.8851
70800,Washington,"Snohomish County, WA",84.4,3.2071
70801,Washington,"Snohomish County, WA",81.8,1.162
70802,Washington,"Snohomish County, WA",81.0,1.6122
70803,Washington,"Snohomish County, WA",79.8,2.8706
70804,Washington,"Snohomish County, WA",81.5,2.022
70805,Washington,"Snohomish County, WA",83.1,1.5423
70806,Washington,"Snohomish County, WA",89.2,2.9816
70807,Washington,"Snohomish County, WA",82.1,2.2387
70808,Washington,"Snohomish County, WA",77.7,1.7134
70809,Washington,"Snohomish County, WA",78.7,1.785
70810,Washington,"Snohomish County, WA",80.7,3.4217
70811,Washington,"Snohomish County, WA",80.5,2.1858
70812,Washington,"Snohomish County, WA",83.4,3.5397
70813,Washington,"Snohomish County, WA",84.8,2.2881
70814,Washington,"Snohomish County, WA",79.5,1.7811
70815,Washington,"Snohomish County, WA",78.30946714719724,1.8558322362542448
70816,Washington,"Snohomish County, WA",82.1,2.4338
70817,Washington,"Snohomish County, WA",77.1,1.5789
70818,Washington,"Snohomish County, WA",78.7,1.6937
70819,Washington,"Snohomish County, WA",80.2,1.3642
70820,Washington,"Snohomish County, WA",81.8,2.2624
70821,Washington,"Snohomish County, WA",82.2,2.1108
70822,Washington,"Snohomish County, WA",73.8,1.5495
70823,Washington,"Snohomish County, WA",74.0,1.0802
70824,Washington,"Snohomish County, WA",78.1,1.484
70825,Washington,"Snohomish County, WA",79.3,1.4627
70826,Washington,"Snohomish County, WA",74.4,1.3097
70827,Washington,"Snohomish County, WA",77.7,1.8438
70828,Washington,"Snohomish County, WA",82.2,1.8279
70829,Washington,"Snohomish County, WA",77.9,1.0402
70830,Washington,"Snohomish County, WA",82.9,2.8779
70831,Washington,"Snohomish County, WA",76.1,1.8248
70832,Washington,"Snohomish County, WA",82.8,2.4804
70833,Washington,"Snohomish County, WA",78.5,1.1925
70834,Washington,"Snohomish County, WA",82.5,2.3149
70835,Washington,"Snohomish County, WA",82.2,2.3033
70836,Washington,"Snohomish County, WA",78.30946714719724,1.8558322362542448
70837,Washington,"Snohomish County, WA",81.2,1.7383
70838,Washington,"Snohomish County, WA",81.6,3.5221
70839,Washington,"Snohomish County, WA",80.1,2.0956
70840,Washington,"Snohomish County, WA",80.0,1.8605
70841,Washington,"Snohomish County, WA",83.4,3.5987
70842,Washington,"Snohomish County, WA",80.2,1.8952
70843,Washington,"Snohomish County, WA",80.7,1.5098
70844,Washington,"Snohomish County, WA",78.8,1.062
70845,Washington,"Snohomish County, WA",78.5,1.6678
70846,Washington,"Snohomish County, WA",72.5,1.3006
70847,Washington,"Snohomish County, WA",77.5,1.2885
70848,Washington,"Snohomish County, WA",74.8,1.47
70849,Washington,"Snohomish County, WA",80.0,1.4024
70850,Washington,"Snohomish County, WA",82.0,2.4637
70851,Washington,"Snohomish County, WA",83.1,2.6416
70852,Washington,"Snohomish County, WA",80.0,1.2254
70853,Washington,"Snohomish County, WA",80.0,1.4592
70854,Washington,"Snohomish County, WA",74.9,1.0613
70855,Washington,"Snohomish County, WA",77.5,1.3722
70856,Washington,"Snohomish County, WA",76.6,2.0279
70857,Washington,"Snohomish County, WA",76.6,1.2084
70858,Washington,"Snohomish County, WA",78.3,2.0806
70859,Washington,"Snohomish County, WA",79.1,1.6821
70860,Washington,"Snohomish County, WA",81.1,2.8654
70861,Washington,"Snohomish County, WA",78.0,1.3178
70862,Washington,"Snohomish County, WA",75.6,1.6947
70863,Washington,"Snohomish County, WA",81.0,2.965
70864,Washington,"Snohomish County, WA",77.2,1.3448
